"","status_id","hashtags"
"82","1190638194330652672","Watford"
"83","1190638194330652672","Health"
"84","1190638194330652672","Homecare"
"85","1190638194330652672","loneliness"
"86","1191392174593761281","nans4grans"
"87","1191392174593761281","olderpeople"
"88","1191392174593761281","ageing"
"89","1191392174593761281","seniors"
"90","1191392174593761281","Harpenden"
"91","1191392174593761281","StAlbans"
"92","1191392174593761281","Watford"
"93","1191392174593761281","Health"
"94","1191392174593761281","Homecare"
"95","1191392174593761281","loneliness"
"96","1190689029215473664","nans4grans"
"97","1190689029215473664","olderpeople"
"98","1190689029215473664","ageing"
"99","1190689029215473664","seniors"
"100","1190689029215473664","Harpenden"
"101","1190689029215473664","StAlbans"
"102","1190689029215473664","Watford"
"103","1190689029215473664","Health"
"104","1190689029215473664","Homecare"
"105","1190689029215473664","loneliness"
"106","1192737022877810688","nans4grans"
"107","1192737022877810688","olderpeople"
"108","1192737022877810688","ageing"
"109","1192737022877810688","seniors"
"110","1192737022877810688","Harpenden"
"111","1192737022877810688","StAlbans"
"112","1192737022877810688","Watford"
"113","1192737022877810688","Health"
"114","1192737022877810688","Homecare"
"115","1192737022877810688","loneliness"
"116","1193099412832169990","nans4grans"
"117","1193099412832169990","olderpeople"
"118","1193099412832169990","ageing"
"119","1193099412832169990","seniors"
"120","1193099412832169990","Harpenden"
"121","1193099412832169990","StAlbans"
"122","1193099412832169990","Watford"
"123","1193099412832169990","Health"
"124","1193099412832169990","Homecare"
"125","1193099412832169990","loneliness"
"126","1190925335212244993","nans4grans"
"127","1190925335212244993","olderpeople"
"128","1190925335212244993","ageing"
"129","1190925335212244993","seniors"
"130","1190925335212244993","Harpenden"
"131","1190925335212244993","StAlbans"
"132","1190925335212244993","Watford"
"133","1190925335212244993","Health"
"134","1190925335212244993","Homecare"
"135","1190925335212244993","loneliness"
"136","1190277323389624321","nans4grans"
"137","1190277323389624321","olderpeople"
"138","1190277323389624321","ageing"
"139","1190277323389624321","seniors"
"140","1190277323389624321","Harpenden"
"141","1190277323389624321","StAlbans"
"142","1190277323389624321","Watford"
"143","1190277323389624321","Health"
"144","1190277323389624321","Homecare"
"145","1190277323389624321","loneliness"
"146","1189915431840223232","olderpeople"
"147","1189915431840223232","ageing"
"148","1189915431840223232","seniors"
"149","1189915431840223232","Harpenden"
"150","1189915431840223232","StAlbans"
"151","1189915431840223232","Watford"
"152","1189915431840223232","Health"
"153","1189915431840223232","Homecare"
"154","1189915431840223232","loneliness"
"155","1192089260536553472","nans4grans"
"156","1192089260536553472","olderpeople"
"157","1192089260536553472","ageing"
"158","1192089260536553472","seniors"
"159","1192089260536553472","Harpenden"
"160","1192089260536553472","StAlbans"
"161","1192089260536553472","Watford"
"162","1192089260536553472","Health"
"163","1192089260536553472","Homecare"
"164","1192089260536553472","loneliness"
"165","1191756314298507271","nans4grans"
"166","1191756314298507271","olderpeople"
"167","1191756314298507271","ageing"
"168","1191756314298507271","seniors"
"169","1191756314298507271","Harpenden"
"170","1191756314298507271","StAlbans"
"171","1191756314298507271","Watford"
"172","1191756314298507271","Health"
"173","1191756314298507271","Homecare"
"174","1191756314298507271","loneliness"
"175","1190944210515628033","nans4grans"
"176","1190944210515628033","olderpeople"
"177","1190944210515628033","ageing"
"178","1190944210515628033","seniors"
"179","1190944210515628033","Harpenden"
"180","1190944210515628033","StAlbans"
"181","1190944210515628033","Watford"
"182","1190944210515628033","Health"
"183","1190944210515628033","Homecare"
"184","1190944210515628033","loneliness"
"185","1190255171445706753","nans4grans"
"186","1190255171445706753","olderpeople"
"187","1190255171445706753","ageing"
"188","1190255171445706753","seniors"
"189","1190255171445706753","Harpenden"
"190","1190255171445706753","StAlbans"
"191","1190255171445706753","Watford"
"192","1190255171445706753","Health"
"193","1190255171445706753","Homecare"
"194","1190255171445706753","loneliness"
"195","1192138835309858816","nans4grans"
"196","1192138835309858816","olderpeople"
"197","1192138835309858816","ageing"
"198","1192138835309858816","seniors"
"199","1192138835309858816","Harpenden"
"200","1192138835309858816","StAlbans"
"201","1192138835309858816","Watford"
"202","1192138835309858816","Health"
"203","1192138835309858816","Homecare"
"204","1192138835309858816","loneliness"
"205","1190617308407959553","nans4grans"
"206","1190617308407959553","olderpeople"
"207","1190617308407959553","ageing"
"208","1190617308407959553","seniors"
"209","1190617308407959553","Harpenden"
"210","1190617308407959553","StAlbans"
"211","1190617308407959553","Watford"
"212","1190617308407959553","Health"
"213","1190617308407959553","Homecare"
"214","1190617308407959553","loneliness"
"215","1192012248178405376","nans4grans"
"216","1192012248178405376","olderpeople"
"217","1192012248178405376","ageing"
"218","1192012248178405376","seniors"
"219","1192012248178405376","Harpenden"
"220","1192012248178405376","StAlbans"
"221","1192012248178405376","Watford"
"222","1192012248178405376","Health"
"223","1192012248178405376","Homecare"
"224","1192012248178405376","loneliness"
"225","1191034308003344385","nans4grans"
"226","1191034308003344385","olderpeople"
"227","1191034308003344385","ageing"
"228","1191034308003344385","seniors"
"229","1191034308003344385","Harpenden"
"230","1191034308003344385","StAlbans"
"231","1191034308003344385","Watford"
"232","1191034308003344385","Health"
"233","1191034308003344385","Homecare"
"234","1191034308003344385","loneliness"
"235","1189892785823977472","nans4grans"
"236","1189892785823977472","olderpeople"
"237","1189892785823977472","ageing"
"238","1189892785823977472","seniors"
"239","1189892785823977472","Harpenden"
"240","1189892785823977472","StAlbans"
"241","1189892785823977472","Watford"
"242","1189892785823977472","Health"
"243","1189892785823977472","Homecare"
"244","1189892785823977472","loneliness"
"245","1190979946283438082","nans4grans"
"246","1190979946283438082","olderpeople"
"247","1190979946283438082","ageing"
"248","1190979946283438082","seniors"
"249","1190979946283438082","Harpenden"
"250","1190979946283438082","StAlbans"
"251","1190979946283438082","Watford"
"252","1190979946283438082","Health"
"253","1190979946283438082","Homecare"
"254","1190979946283438082","loneliness"
"255","1192500969222873089","nans4grans"
"256","1192500969222873089","olderpeople"
"257","1192500969222873089","ageing"
"258","1192500969222873089","seniors"
"259","1192500969222873089","Harpenden"
"260","1192500969222873089","StAlbans"
"261","1192500969222873089","Watford"
"262","1192500969222873089","Health"
"263","1192500969222873089","Homecare"
"264","1192500969222873089","loneliness"
"265","1191725358892175361","nans4grans"
"266","1191725358892175361","olderpeople"
"267","1191725358892175361","ageing"
"268","1191725358892175361","seniors"
"269","1191725358892175361","Harpenden"
"270","1191725358892175361","StAlbans"
"271","1191725358892175361","Watford"
"272","1191725358892175361","Health"
"273","1191725358892175361","Homecare"
"274","1191725358892175361","loneliness"
"275","1190669150189998084","nans4grans"
"276","1190669150189998084","olderpeople"
"277","1190669150189998084","ageing"
"278","1190669150189998084","seniors"
"279","1190669150189998084","Harpenden"
"280","1190669150189998084","StAlbans"
"281","1190669150189998084","Watford"
"282","1190669150189998084","Health"
"283","1190669150189998084","Homecare"
"284","1190669150189998084","loneliness"
"285","1192791886026694657","nans4grans"
"286","1192791886026694657","olderpeople"
"287","1192791886026694657","ageing"
"288","1192791886026694657","seniors"
"289","1192791886026694657","Harpenden"
"290","1192791886026694657","StAlbans"
"291","1192791886026694657","Watford"
"292","1192791886026694657","Health"
"293","1192791886026694657","Homecare"
"294","1192791886026694657","loneliness"
"295","1189943622898196481","nans4grans"
"296","1189943622898196481","olderpeople"
"297","1189943622898196481","ageing"
"298","1189943622898196481","seniors"
"299","1189943622898196481","Harpenden"
"300","1189943622898196481","StAlbans"
"301","1189943622898196481","Watford"
"302","1189943622898196481","Health"
"303","1189943622898196481","Homecare"
"304","1189943622898196481","loneliness"
"305","1191287975268749312","nans4grans"
"306","1191287975268749312","olderpeople"
"307","1191287975268749312","ageing"
"308","1191287975268749312","seniors"
"309","1191287975268749312","Harpenden"
"310","1191287975268749312","StAlbans"
"311","1191287975268749312","Watford"
"312","1191287975268749312","Health"
"313","1191287975268749312","Homecare"
"314","1191287975268749312","loneliness"
"315","1192812778815401985","nans4grans"
"316","1192812778815401985","olderpeople"
"317","1192812778815401985","ageing"
"318","1192812778815401985","seniors"
"319","1192812778815401985","Harpenden"
"320","1192812778815401985","StAlbans"
"321","1192812778815401985","Watford"
"322","1192812778815401985","Health"
"323","1192812778815401985","Homecare"
"324","1192812778815401985","loneliness"
"325","1192116437487407105","nans4grans"
"326","1192116437487407105","olderpeople"
"327","1192116437487407105","ageing"
"328","1192116437487407105","seniors"
"329","1192116437487407105","Harpenden"
"330","1192116437487407105","StAlbans"
"331","1192116437487407105","Watford"
"332","1192116437487407105","Health"
"333","1192116437487407105","Homecare"
"334","1192116437487407105","loneliness"
"335","1190562696418254848","nans4grans"
"336","1190562696418254848","olderpeople"
"337","1190562696418254848","ageing"
"338","1190562696418254848","seniors"
"339","1190562696418254848","Harpenden"
"340","1190562696418254848","StAlbans"
"341","1190562696418254848","Watford"
"342","1190562696418254848","Health"
"343","1190562696418254848","Homecare"
"344","1190562696418254848","loneliness"
"345","1190562696418254848","rwc2019"
"346","1191342334161694721","nans4grans"
"347","1191342334161694721","olderpeople"
"348","1191342334161694721","ageing"
"349","1191342334161694721","seniors"
"350","1191342334161694721","Harpenden"
"351","1191342334161694721","StAlbans"
"352","1191342334161694721","Watford"
"353","1191342334161694721","Health"
"354","1191342334161694721","Homecare"
"355","1191342334161694721","loneliness"
"356","1192450388852641792","nans4grans"
"357","1192450388852641792","olderpeople"
"358","1192450388852641792","ageing"
"359","1192450388852641792","seniors"
"360","1192450388852641792","Harpenden"
"361","1192450388852641792","StAlbans"
"362","1192450388852641792","Watford"
"363","1192450388852641792","Health"
"364","1192450388852641792","Homecare"
"365","1192450388852641792","loneliness"
"366","1191776194372538368","nans4grans"
"367","1191776194372538368","olderpeople"
"368","1191776194372538368","ageing"
"369","1191776194372538368","seniors"
"370","1191776194372538368","Harpenden"
"371","1191776194372538368","StAlbans"
"372","1191776194372538368","Watford"
"373","1191776194372538368","Health"
"374","1191776194372538368","Homecare"
"375","1191776194372538368","loneliness"
"376","1191030785639366656","nans4grans"
"377","1191030785639366656","olderpeople"
"378","1191030785639366656","ageing"
"379","1191030785639366656","seniors"
"380","1191030785639366656","Harpenden"
"381","1191030785639366656","StAlbans"
"382","1191030785639366656","Watford"
"383","1191030785639366656","Health"
"384","1191030785639366656","Homecare"
"385","1191030785639366656","loneliness"
"386","1192478574420398080","nans4grans"
"387","1192478574420398080","olderpeople"
"388","1192478574420398080","ageing"
"389","1192478574420398080","seniors"
"390","1192478574420398080","Harpenden"
"391","1192478574420398080","StAlbans"
"392","1192478574420398080","Watford"
"393","1192478574420398080","Health"
"394","1192478574420398080","Homecare"
"395","1192478574420398080","loneliness"
"396","1192066607234859008","nans4grans"
"397","1192066607234859008","olderpeople"
"398","1192066607234859008","ageing"
"399","1192066607234859008","seniors"
"400","1192066607234859008","Harpenden"
"401","1192066607234859008","StAlbans"
"402","1192066607234859008","Watford"
"403","1192066607234859008","Health"
"404","1192066607234859008","Homecare"
"405","1192066607234859008","loneliness"
"406","1190326395664306176","nans4grans"
"407","1190326395664306176","olderpeople"
"408","1190326395664306176","ageing"
"409","1190326395664306176","seniors"
"410","1190326395664306176","Harpenden"
"411","1190326395664306176","StAlbans"
"412","1190326395664306176","Watford"
"413","1190326395664306176","Health"
"414","1190326395664306176","Homecare"
"415","1190326395664306176","loneliness"
"416","1191364485753319424","nans4grans"
"417","1191364485753319424","olderpeople"
"418","1191364485753319424","ageing"
"419","1191364485753319424","seniors"
"420","1191364485753319424","Harpenden"
"421","1191364485753319424","StAlbans"
"422","1191364485753319424","Watford"
"423","1191364485753319424","Health"
"424","1191364485753319424","Homecare"
"425","1191364485753319424","loneliness"
"426","1193118538602602498","nans4grans"
"427","1193118538602602498","olderpeople"
"428","1193118538602602498","ageing"
"429","1193118538602602498","seniors"
"430","1193118538602602498","Harpenden"
"431","1193118538602602498","StAlbans"
"432","1193118538602602498","Watford"
"433","1193118538602602498","Health"
"434","1193118538602602498","Homecare"
"435","1193118538602602498","loneliness"
"436","1190582830297997313","nans4grans"
"437","1190582830297997313","olderpeople"
"438","1190582830297997313","ageing"
"439","1190582830297997313","seniors"
"440","1190582830297997313","Harpenden"
"441","1190582830297997313","StAlbans"
"442","1190582830297997313","Watford"
"443","1190582830297997313","Health"
"444","1190582830297997313","Homecare"
"445","1190582830297997313","loneliness"
"446","1189964508292366338","nans4grans"
"447","1189964508292366338","olderpeople"
"448","1189964508292366338","ageing"
"449","1189964508292366338","seniors"
"450","1189964508292366338","Harpenden"
"451","1189964508292366338","StAlbans"
"452","1189964508292366338","Watford"
"453","1189964508292366338","Health"
"454","1189964508292366338","Homecare"
"455","1189964508292366338","loneliness"
"456","1191669995312418816","nans4grans"
"457","1191669995312418816","olderpeople"
"458","1191669995312418816","ageing"
"459","1191669995312418816","seniors"
"460","1191669995312418816","Harpenden"
"461","1191669995312418816","StAlbans"
"462","1191669995312418816","Watford"
"463","1191669995312418816","Health"
"464","1191669995312418816","Homecare"
"465","1191669995312418816","loneliness"
"466","1192840963212894208","nans4grans"
"467","1192840963212894208","olderpeople"
"468","1192840963212894208","ageing"
"469","1192840963212894208","seniors"
"470","1192840963212894208","Harpenden"
"471","1192840963212894208","StAlbans"
"472","1192840963212894208","Watford"
"473","1192840963212894208","Health"
"474","1192840963212894208","Homecare"
"475","1192840963212894208","loneliness"
"476","1193153775592202240","nans4grans"
"477","1193153775592202240","olderpeople"
"478","1193153775592202240","ageing"
"479","1193153775592202240","seniors"
"480","1193153775592202240","Harpenden"
"481","1193153775592202240","StAlbans"
"482","1193153775592202240","Watford"
"483","1193153775592202240","Health"
"484","1193153775592202240","Homecare"
"485","1193153775592202240","loneliness"
"486","1192863611519143936","nans4grans"
"487","1192863611519143936","olderpeople"
"488","1192863611519143936","ageing"
"489","1192863611519143936","seniors"
"490","1192863611519143936","Harpenden"
"491","1192863611519143936","StAlbans"
"492","1192863611519143936","Watford"
"493","1192863611519143936","Health"
"494","1192863611519143936","Homecare"
"495","1192863611519143936","loneliness"
"496","1189938596515581952","nans4grans"
"497","1189938596515581952","olderpeople"
"498","1189938596515581952","ageing"
"499","1189938596515581952","seniors"
"500","1189938596515581952","Harpenden"
"501","1189938596515581952","StAlbans"
"502","1189938596515581952","Watford"
"503","1189938596515581952","Health"
"504","1189938596515581952","Homecare"
"505","1189938596515581952","loneliness"
"506","1191704470767513602","nans4grans"
"507","1191704470767513602","olderpeople"
"508","1191704470767513602","ageing"
"509","1191704470767513602","seniors"
"510","1191704470767513602","Harpenden"
"511","1191704470767513602","StAlbans"
"512","1191704470767513602","Watford"
"513","1191704470767513602","Health"
"514","1191704470767513602","Homecare"
"515","1191704470767513602","loneliness"
"516","1191649860338016256","nans4grans"
"517","1191649860338016256","olderpeople"
"518","1191649860338016256","ageing"
"519","1191649860338016256","seniors"
"520","1191649860338016256","Harpenden"
"521","1191649860338016256","StAlbans"
"522","1191649860338016256","Watford"
"523","1191649860338016256","Health"
"524","1191649860338016256","Homecare"
"525","1191649860338016256","loneliness"
"526","1191649860338016256","rwc2019"
"527","1192031375811121152","nans4grans"
"528","1192031375811121152","olderpeople"
"529","1192031375811121152","ageing"
"530","1192031375811121152","seniors"
"531","1192031375811121152","Harpenden"
"532","1192031375811121152","StAlbans"
"533","1192031375811121152","Watford"
"534","1192031375811121152","Health"
"535","1192031375811121152","Homecare"
"536","1192031375811121152","loneliness"
"537","1192375139507281920","nans4grans"
"538","1192375139507281920","olderpeople"
"539","1192375139507281920","ageing"
"540","1192375139507281920","seniors"
"541","1192375139507281920","Harpenden"
"542","1192375139507281920","StAlbans"
"543","1192375139507281920","Watford"
"544","1192375139507281920","Health"
"545","1192375139507281920","Homecare"
"546","1192375139507281920","loneliness"
"547","1190305015975628801","nans4grans"
"548","1190305015975628801","olderpeople"
"549","1190305015975628801","ageing"
"550","1190305015975628801","seniors"
"551","1190305015975628801","Harpenden"
"552","1190305015975628801","StAlbans"
"553","1190305015975628801","Watford"
"554","1190305015975628801","Health"
"555","1190305015975628801","Homecare"
"556","1190305015975628801","loneliness"
"557","1191413559521140738","nans4grans"
"558","1191413559521140738","olderpeople"
"559","1191413559521140738","ageing"
"560","1191413559521140738","seniors"
"561","1191413559521140738","Harpenden"
"562","1191413559521140738","StAlbans"
"563","1191413559521140738","Watford"
"564","1191413559521140738","Health"
"565","1191413559521140738","Homecare"
"566","1191413559521140738","loneliness"
"567","1192429248289619969","nans4grans"
"568","1192429248289619969","olderpeople"
"569","1192429248289619969","ageing"
"570","1192429248289619969","seniors"
"571","1192429248289619969","Harpenden"
"572","1192429248289619969","StAlbans"
"573","1192429248289619969","Watford"
"574","1192429248289619969","Health"
"575","1192429248289619969","Homecare"
"576","1192429248289619969","loneliness"
"577","1191051668487581696","nans4grans"
"578","1191051668487581696","olderpeople"
"579","1191051668487581696","ageing"
"580","1191051668487581696","seniors"
"581","1191051668487581696","Harpenden"
"582","1191051668487581696","StAlbans"
"583","1191051668487581696","Watford"
"584","1191051668487581696","Health"
"585","1191051668487581696","Homecare"
"586","1191051668487581696","loneliness"
"587","1190200812309532673","nans4grans"
"588","1190200812309532673","olderpeople"
"589","1190200812309532673","ageing"
"590","1190200812309532673","seniors"
"591","1190200812309532673","Harpenden"
"592","1190200812309532673","StAlbans"
"593","1190200812309532673","Watford"
"594","1190200812309532673","Health"
"595","1190200812309532673","Homecare"
"596","1190200812309532673","loneliness"
"597","1193151416082345985","fear"
"598","1193151416082345985","different"
"599","1193151416082345985","alone"
"600","1193151416082345985","loneliness"
"601","1193151416082345985","leaders"
"602","1193151416082345985","science"
"603","1193151416082345985","arts"
"604","1193151416082345985","encourage"
"605","1193151416082345985","children"
"606","1193151416082345985","BeYourDream"
"607","1192780556997672961","loneliness"
"608","1192780556997672961","dating"
"609","1193145461403717632","loneliness"
"610","1193145461403717632","dating"
"611","1192475043873333251","loneliness"
"612","1192475043873333251","dating"
"613","1193008811222560768","loneliness"
"614","1193008811222560768","dating"
"615","1193039261681045504","loneliness"
"616","1193039261681045504","dating"
"617","1192644158315364352","loneliness"
"618","1192644158315364352","dating"
"619","1192917710918815744","loneliness"
"620","1192917710918815744","dating"
"621","1192409697023750145","loneliness"
"622","1192409697023750145","dating"
"623","1192410574287560704","loneliness"
"624","1192410574287560704","dating"
"625","1192856557806972928","loneliness"
"626","1192856557806972928","dating"
"627","1193141174061686784","loneliness"
"628","1193123085169430528","loneliness"
"629","1193123085169430528","lonely"
"630","1193135924558868480","loneliness"
"631","1193135924558868480","lonely"
"632","1193135924558868480","confidence"
"633","1193131072508366848","loneliness"
"634","1193120598802812939","mentalhealth"
"635","1193120598802812939","MentalHealthAwareness"
"636","1193120598802812939","selflove"
"637","1193120598802812939","youngminds"
"638","1193120598802812939","selfcare"
"639","1193120598802812939","spendtimenotmoney"
"640","1193120598802812939","loneliness"
"641","1193118158195965952","LookAfterOurElders"
"642","1193118158195965952","loneliness"
"643","1193118158195965952","elderly"
"644","1193116007516254208","App"
"645","1193116007516254208","AlnwickMedicalGroup"
"646","1193116007516254208","socialprescribing"
"647","1193116007516254208","active"
"648","1193116007516254208","Nature"
"649","1193116007516254208","socialise"
"650","1193116007516254208","loneliness"
"651","1193116007516254208","depression"
"652","1193116007516254208","obesity"
"653","1193113974889304065","athazagoraphobia"
"654","1193113974889304065","fearofbeingalone"
"655","1193113974889304065","alone"
"656","1193113974889304065","loneliness"
"657","1192495516929732609","loneliness"
"658","1192495516929732609","widowerhood"
"659","1192495516929732609","emohistory"
"660","1193108424684384259","weather"
"661","1193108424684384259","climatechange"
"662","1193108424684384259","loneliness"
"663","1193108424684384259","emotion"
"664","1193106488472088579","Dignity"
"665","1193106488472088579","quality"
"666","1193106488472088579","safety"
"667","1193106488472088579","ageing"
"668","1193106488472088579","elderly"
"669","1193106488472088579","loneliness"
"670","1193106488472088579","NHS"
"671","1193106488472088579","socialcare"
"672","1193106111701954562","loneliness"
"673","1193106111701954562","health"
"674","1193103276893450240","loneliness"
"675","1193103276893450240","elderly"
"676","1193103276893450240","uk"
"677","1193103276893450240","society"
"678","1193103276893450240","lookoutforyourneighbours"
"679","1193101980694130688","loneliness"
"680","1193101980694130688","connection"
"681","1193098368358244352","networks"
"682","1193098368358244352","loneliness"
"683","1193098322627768320","Loneliness"
"684","1193098322627768320","Students"
"685","1193098322627768320","Volunteering"
"686","1192768803018547200","Loneliness"
"687","1192768803018547200","Community"
"688","1192455016868720640","ViktorStaudt"
"689","1192455016868720640","loneliness"
"690","1192455016868720640","mentalhealth"
"691","1192455016868720640","depression"
"692","1192455016868720640","suicide"
"693","1192455016868720640","Udine"
"694","1192473619290562560","ViktorStaudt"
"695","1192473619290562560","loneliness"
"696","1192727595256877056","loneliness"
"697","1192727595256877056","ViktorStaudt"
"698","1193080728382259200","Weekend"
"699","1193080728382259200","loneliness"
"700","1193080728382259200","ViktorStaudt"
"701","1193080728382259200","suicideprevention"
"702","1193080728382259200","depression"
"703","1193080728382259200","notjustsad"
"704","1192455375452286976","ViktorStaudt"
"705","1192455375452286976","loneliness"
"706","1192455375452286976","suicideprevention"
"707","1192557896338411520","ViktorStaudt"
"708","1192557896338411520","loneliness"
"709","1192557896338411520","suicideprevention"
"710","1193076586356072449","expat"
"711","1193076586356072449","Dubai"
"712","1193076586356072449","family"
"713","1193076586356072449","loneliness"
"714","1193075067460059136","loneliness"
"715","1193067028246081537","Friendship"
"716","1193067028246081537","loneliness"
"717","1193064119894716416","loneliness"
"718","1193064119894716416","Suffolk"
"719","1193064119894716416","abcd"
"720","1193064119894716416","bettertogether"
"721","1191650931127005184","loneliness"
"722","1191650931127005184","supportingothers"
"723","1190246654017978369","loneliness"
"724","1190246654017978369","supportingothers"
"725","1193055186492809216","loneliness"
"726","1193055186492809216","supportingothers"
"727","1193045855021846528","Loneliness"
"728","1193045855021846528","Seniors"
"729","1193035145407655937","mentalhealth"
"730","1193035145407655937","depression"
"731","1193035145407655937","loney"
"732","1193035145407655937","loneliness"
"733","1192623718578540544","Mentalhealth"
"734","1192623718578540544","loneliness"
"735","1192623718578540544","depression"
"736","1192623718578540544","isolation"
"737","1193030787442073602","loneliness"
"738","1193030787442073602","loveyourself"
"739","1190854639341768705","breastfeeding"
"740","1190854639341768705","loneliness"
"741","1190854639341768705","pblogger"
"742","1193028970226298880","breastfeeding"
"743","1193028970226298880","loneliness"
"744","1193028970226298880","pblogger"
"745","1191579415429419009","breastfeeding"
"746","1191579415429419009","loneliness"
"747","1191579415429419009","pblogger"
"748","1190129865858723840","breastfeeding"
"749","1190129865858723840","loneliness"
"750","1190129865858723840","pblogger"
"751","1192304191663943682","breastfeeding"
"752","1192304191663943682","loneliness"
"753","1192304191663943682","pblogger"
"754","1193027290055217152","depression"
"755","1193027290055217152","Depresion"
"756","1193027290055217152","hopelessness"
"757","1193027290055217152","loneliness"
"758","1193027290055217152","GofundCatherineHope"
"759","1193026879411957760","loneliness"
"760","1193022004959547392","poems"
"761","1193022004959547392","Bilingual"
"762","1193022004959547392","Skyping"
"763","1193022004959547392","Mom"
"764","1193022004959547392","Skin"
"765","1193022004959547392","Loneliness"
"766","1193022004959547392","Wrestler"
"767","1193022004959547392","BuildingBridges"
"768","1193022004959547392","anthology"
"769","1193022004959547392","publication"
"770","1193022004959547392","poetry"
"771","1193022004959547392","a"
"772","1193022004959547392","chapter"
"773","1193022004959547392","WordsInExile"
"774","1193006301011304449","loneliness"
"775","1192992110795997189","poet"
"776","1192992110795997189","poem"
"777","1192992110795997189","poetry"
"778","1192992110795997189","poetrycommunity"
"779","1192992110795997189","loneliness"
"780","1192992110795997189","beingalone"
"781","1192992110795997189","WritingCommunity"
"782","1192992110795997189","Writer"
"783","1192992110795997189","writing"
"784","1192992110795997189","Verse"
"785","1191402228420100096","loneliness"
"786","1190549103425605633","loneliness"
"787","1192194951112724482","loneliness"
"788","1192194951112724482","mindfulness"
"789","1192194951112724482","meditation"
"790","1192987676586196992","loneliness"
"791","1192974968163831808","solitude"
"792","1192974968163831808","loneliness"
"793","1192974968163831808","emo"
"794","1192968268153122816","LONELINESS"
"795","1192965128720748545","poetry"
"796","1192965128720748545","loneliness"
"797","1192965128720748545","walking"
"798","1192963861927718913","Loneliness"
"799","1192960018091532288","invited"
"800","1192960018091532288","hospitality"
"801","1192960018091532288","crosscultural"
"802","1192960018091532288","friendship"
"803","1192960018091532288","crossingcultures"
"804","1192960018091532288","travel"
"805","1192960018091532288","learning"
"806","1192960018091532288","loneliness"
"807","1192944338847850496","loneliness"
"808","1192942912499154944","loneliness"
"809","1192936067558772738","addiction"
"810","1192936067558772738","alcoholism"
"811","1192936067558772738","loneliness"
"812","1192936067558772738","recovery"
"813","1192936067558772738","selfcare"
"814","1192931532719239168","loneliness"
"815","1192931064295104514","loneliness"
"816","1192931064295104514","isolation"
"817","1192929353727787008","loneliness"
"818","1192929353727787008","connection"
"819","1192929353727787008","healthcare"
"820","1191099767964614656","loneliness"
"821","1191099767964614656","seniors"
"822","1191099767964614656","qol"
"823","1191099767964614656","isolation"
"824","1191099767964614656","AI"
